Adm_No,Name,Gender,Class,total_marks,avg_marks,attendance_rate
6043,Student_6043,Female,I,,,100.0
6044,Student_6044,Other,II,110.0,36.666666666666664,0.0
6045,Student_6045,Male,III,,,100.0
6046,Student_6046,Male,I,252.1,84.03333333333333,0.0
6047,Student_6047,Other,II,211.6,70.53333333333333,100.0
6048,Student_6048,Female,III,594.4,99.06666666666666,100.0
6049,Student_6049,Male,I,194.0,32.333333333333336,0.0
6050,Student_6050,Other,II,215.60000000000002,71.86666666666667,0.0
6051,Student_6051,Male,III,,,100.0
6052,Student_6052,Female,I,129.8,43.26666666666667,100.0
6053,Student_6053,Other,II,191.2,63.73333333333333,100.0
6054,Student_6054,Other,III,219.6,73.2,0.0
6055,Student_6055,Other,I,,,100.0
6056,Student_6056,Female,II,380.2,63.36666666666667,100.0
6057,Student_6057,Male,III,,,0.0
6058,Student_6058,Male,I,159.3,53.1,100.0
6059,Student_6059,Other,II,,,100.0
6060,Student_6060,Female,III,363.6,30.3,0.0
6061,Student_6061,Male,I,162.5,54.166666666666664,0.0
6062,Student_6062,Other,II,286.8,95.60000000000001,100.0
6063,Student_6063,Other,III,,,0.0
6064,Student_6064,Male,I,235.6,78.53333333333333,0.0
6065,Student_6065,Other,II,,,100.0
6066,Student_6066,Female,III,180.1,60.03333333333333,0.0
6067,Student_6067,Female,I,,,0.0
6068,Student_6068,Other,II,142.0,47.333333333333336,100.0
6069,Student_6069,Male,III,,,100.0
6070,Student_6070,Male,I,133.9,44.63333333333333,0.0
6071,Student_6071,Other,II,,,0.0
6072,Student_6072,Female,III,173.7,57.9,0.0
6073,Student_6073,Male,I,,,100.0
6074,Student_6074,Other,II,209.7,69.89999999999999,0.0
6075,Student_6075,Male,III,,,0.0
6076,Student_6076,Other,I,175.7,58.56666666666666,100.0
6077,Student_6077,Male,II,,,100.0
6078,Student_6078,Female,III,270.7,90.23333333333333,100.0
6079,Student_6079,Female,I,,,100.0
6080,Student_6080,Other,II,661.8000000000001,73.53333333333335,100.0
6081,Student_6081,Female,III,,,0.0
6082,Student_6082,Other,I,107.5,35.833333333333336,0.0
6083,Student_6083,Male,II,151.4,50.46666666666667,0.0
6084,Student_6084,Female,III,200.5,66.83333333333333,0.0
6085,Student_6085,Other,I,,,100.0
6086,Student_6086,Male,II,131.3,43.76666666666667,100.0
6087,Student_6087,Other,III,,,0.0
6088,Student_6088,Other,I,211.5,70.5,0.0
6089,Student_6089,Other,II,,,100.0
6090,Student_6090,Male,III,132.4,44.13333333333333,0.0
6091,Student_6091,Other,I,402.6,67.10000000000001,100.0
6092,Student_6092,Other,II,223.6,37.266666666666666,100.0
6093,Student_6093,Male,III,,,100.0
6094,Student_6094,Female,I,254.8,84.93333333333334,0.0
6095,Student_6095,Male,II,,,100.0
6096,Student_6096,Female,III,153.0,51.0,100.0
6097,Student_6097,Male,I,,,100.0
6098,Student_6098,Female,II,336.8,56.13333333333333,0.0
6099,Student_6099,Female,III,,,100.0
6100,Student_6100,Female,I,1055.2,87.93333333333334,100.0
6101,Student_6101,Other,II,215.7,71.89999999999999,0.0
6102,Student_6102,Other,III,122.4,40.800000000000004,0.0
6103,Student_6103,Male,I,262.2,43.699999999999996,0.0
6104,Student_6104,Male,II,249.1,83.03333333333333,100.0
6105,Student_6105,Male,III,,,0.0
6106,Student_6106,Other,I,147.0,49.0,0.0
6107,Student_6107,Male,II,,,0.0
6108,Student_6108,Male,III,215.89999999999998,71.96666666666665,0.0
6109,Student_6109,Male,I,,,100.0
6110,Student_6110,Other,II,262.7,87.56666666666666,0.0
6111,Student_6111,Female,III,,,100.0
6112,Student_6112,Other,I,241.0,80.33333333333333,0.0
6113,Student_6113,Male,II,,,0.0
6114,Student_6114,Female,III,220.8,73.60000000000001,100.0
6115,Student_6115,Female,I,,,100.0
6116,Student_6116,Male,II,804.0,89.33333333333333,0.0
6117,Student_6117,Other,III,193.7,64.56666666666666,0.0
6118,Student_6118,Other,I,68.8,22.933333333333334,0.0
6119,Student_6119,Male,II,,,0.0
6120,Student_6120,Other,III,238.0,79.33333333333333,0.0
6121,Student_6121,Female,I,178.9,59.63333333333333,100.0
6122,Student_6122,Female,II,493.4,82.23333333333333,0.0
6123,Student_6123,Other,III,188.0,62.666666666666664,0.0
6124,Student_6124,Female,I,206.4,68.8,100.0
6125,Student_6125,Male,II,496.6,82.76666666666667,100.0
6126,Student_6126,Other,III,161.3,53.76666666666667,0.0
6127,Student_6127,Other,I,,,100.0
6128,Student_6128,Male,II,239.9,79.96666666666667,100.0
6129,Student_6129,Other,III,,,100.0
6130,Student_6130,Female,I,133.0,44.333333333333336,0.0
6131,Student_6131,Male,II,175.4,58.46666666666667,100.0
6132,Student_6132,Female,III,229.4,76.46666666666667,100.0
6133,Student_6133,Other,I,,,100.0
6134,Student_6134,Male,II,249.89999999999998,83.3,100.0
6135,Student_6135,Other,III,,,0.0
6136,Student_6136,Other,I,395.6,65.93333333333334,100.0
6137,Student_6137,Other,II,161.4,53.800000000000004,0.0
6138,Student_6138,Male,III,105.1,35.03333333333333,0.0
6139,Student_6139,Male,I,,,0.0
6140,Student_6140,Other,II,427.20000000000005,47.46666666666667,100.0
6141,Student_6141,Female,III,,,100.0
6142,Student_6142,Female,I,288.3,96.10000000000001,100.0
6143,Student_6143,Female,II,231.2,77.06666666666666,100.0
6144,Student_6144,Female,III,233.7,77.89999999999999,0.0
6145,Student_6145,Female,I,,,100.0
6146,Student_6146,Female,II,148.4,49.46666666666667,0.0
6147,Student_6147,Female,III,,,0.0
6148,Student_6148,Female,I,270.1,90.03333333333335,100.0
6149,Student_6149,Female,II,,,100.0
6150,Student_6150,Other,III,217.2,72.39999999999999,100.0
6151,Student_6151,Female,I,321.8,53.63333333333333,0.0
6152,Student_6152,Other,II,273.0,91.0,100.0
6153,Student_6153,Female,III,,,100.0
6154,Student_6154,Other,I,151.0,50.333333333333336,0.0
6155,Student_6155,Female,II,,,0.0
6156,Student_6156,Female,III,374.4,41.599999999999994,0.0
6157,Student_6157,Male,I,,,0.0
6158,Student_6158,Male,II,250.9,83.63333333333334,100.0
6159,Student_6159,Other,III,,,0.0
6160,Student_6160,Male,I,364.4,60.73333333333333,100.0
6161,Student_6161,Male,II,263.4,87.8,100.0
6162,Student_6162,Other,III,294.1,98.03333333333335,0.0
6163,Student_6163,Other,I,,,100.0
6164,Student_6164,Female,II,555.4,92.56666666666666,100.0
6165,Student_6165,Female,III,289.8,96.60000000000001,100.0
6166,Student_6166,Female,I,123.5,41.166666666666664,100.0
6167,Student_6167,Other,II,,,0.0
6168,Student_6168,Female,III,188.6,62.86666666666667,100.0
6169,Student_6169,Male,I,148.5,49.5,0.0
6170,Student_6170,Female,II,348.4,58.06666666666666,100.0
6171,Student_6171,Male,III,,,100.0
6172,Student_6172,Other,I,300.0,100.0,100.0
6173,Student_6173,Male,II,245.1,81.7,0.0
6174,Student_6174,Female,III,115.1,38.36666666666667,0.0
6175,Student_6175,Male,I,,,0.0
6176,Student_6176,Other,II,216.7,72.23333333333333,0.0
6177,Student_6177,Female,III,,,0.0
6178,Student_6178,Male,I,224.5,74.83333333333333,0.0
6179,Student_6179,Other,II,,,100.0
6180,Student_6180,Female,III,180.8,60.26666666666667,100.0
6181,Student_6181,Female,I,,,100.0
6182,Student_6182,Male,II,295.3,98.43333333333334,100.0
6183,Student_6183,Male,III,,,100.0
6184,Student_6184,Other,I,408.8,68.13333333333334,100.0
6185,Student_6185,Female,II,216.8,72.26666666666667,100.0
6186,Student_6186,Female,III,442.6,73.76666666666667,100.0
6187,Student_6187,Other,I,,,0.0
6188,Student_6188,Female,II,193.5,64.5,100.0
6189,Student_6189,Female,III,,,100.0
6190,Student_6190,Other,I,182.6,60.86666666666667,0.0
6191,Student_6191,Male,II,180.2,30.03333333333333,0.0
6192,Student_6192,Female,III,166.3,55.43333333333334,100.0
6193,Student_6193,Other,I,,,100.0
6194,Student_6194,Male,II,249.2,83.06666666666666,100.0
6195,Student_6195,Male,III,,,0.0
6196,Student_6196,Female,I,178.5,59.5,0.0
6197,Student_6197,Male,II,,,0.0
6198,Student_6198,Male,III,892.8,99.19999999999999,100.0
6199,Student_6199,Male,I,162.8,54.26666666666667,0.0
6200,Student_6200,Other,II,232.3,77.43333333333334,0.0
6201,Student_6201,Male,III,277.1,92.36666666666667,100.0
6202,Student_6202,Other,I,146.2,48.73333333333333,100.0
6203,Student_6203,Female,II,,,100.0
6204,Student_6204,Other,III,161.3,53.76666666666667,0.0
6205,Student_6205,Male,I,,,0.0
6206,Student_6206,Other,II,81.6,27.2,0.0
6207,Student_6207,Female,III,,,100.0
6208,Student_6208,Other,I,150.7,50.23333333333333,0.0
6209,Student_6209,Other,II,,,100.0
6210,Student_6210,Female,III,259.1,86.36666666666667,0.0
6211,Student_6211,Other,I,,,0.0
6212,Student_6212,Male,II,227.3,75.76666666666667,0.0
6213,Student_6213,Female,III,,,100.0
6214,Student_6214,Female,I,189.8,63.26666666666667,100.0
6215,Student_6215,Other,II,,,100.0
6216,Student_6216,Other,III,129.0,43.0,0.0
6217,Student_6217,Other,I,,,0.0
6218,Student_6218,Other,II,143.0,47.666666666666664,0.0
6219,Student_6219,Other,III,213.2,71.06666666666666,100.0
6220,Student_6220,Other,I,409.8,68.3,0.0
6221,Student_6221,Female,II,,,0.0
6222,Student_6222,Male,III,392.0,65.33333333333333,100.0
6223,Student_6223,Other,I,,,100.0
6224,Student_6224,Male,II,212.2,70.73333333333333,0.0
6225,Student_6225,Male,III,,,0.0
6226,Student_6226,Other,I,134.7,44.9,0.0
6227,Student_6227,Male,II,,,100.0
6228,Student_6228,Male,III,275.0,91.66666666666667,100.0
6229,Student_6229,Female,I,189.9,63.300000000000004,0.0
6230,Student_6230,Female,II,67.3,22.433333333333334,0.0
6231,Student_6231,Male,III,252.8,84.26666666666667,0.0
6232,Student_6232,Female,I,237.7,79.23333333333333,0.0
6233,Student_6233,Male,II,,,100.0
6234,Student_6234,Male,III,383.0,63.833333333333336,0.0
6235,Student_6235,Male,I,,,100.0
6236,Student_6236,Other,II,283.8,47.300000000000004,0.0
6237,Student_6237,Female,III,385.8,64.3,100.0
6238,Student_6238,Other,I,234.5,78.16666666666667,100.0
6239,Student_6239,Male,II,166.7,55.56666666666666,100.0
6240,Student_6240,Other,III,220.7,73.56666666666666,100.0
6241,Student_6241,Other,I,,,100.0
6242,Student_6242,Female,II,235.3,78.43333333333334,100.0
6243,Student_6243,Other,III,,,100.0
6244,Student_6244,Female,I,257.3,85.76666666666667,100.0
6245,Student_6245,Female,II,,,0.0
6246,Student_6246,Other,III,262.3,87.43333333333334,100.0
6247,Student_6247,Female,I,,,100.0
6248,Student_6248,Female,II,162.0,54.0,100.0
6249,Student_6249,Other,III,,,100.0
6250,Student_6250,Female,I,289.9,96.63333333333333,100.0
6251,Student_6251,Male,II,251.1,83.7,0.0
6252,Student_6252,Other,III,595.8,66.19999999999999,100.0
6253,Student_6253,Other,I,,,100.0
6254,Student_6254,Male,II,62.8,20.933333333333334,0.0
6255,Student_6255,Other,III,,,0.0
6256,Student_6256,Male,I,147.8,49.26666666666667,0.0
6257,Student_6257,Male,II,458.8,76.46666666666667,100.0
6258,Student_6258,Other,III,855.9,95.1,100.0
6259,Student_6259,Female,I,,,100.0
6260,Student_6260,Female,II,155.0,51.666666666666664,0.0
6261,Student_6261,Female,III,,,100.0
6262,Student_6262,Male,I,257.4,42.9,0.0
6263,Student_6263,Other,II,,,100.0
6264,Student_6264,Male,III,139.7,46.56666666666666,100.0
6265,Student_6265,Other,I,,,100.0
6266,Student_6266,Other,II,183.4,30.566666666666666,0.0
6267,Student_6267,Male,III,,,100.0
6268,Student_6268,Female,I,198.3,66.10000000000001,100.0
6269,Student_6269,Male,II,172.5,57.5,100.0
6270,Student_6270,Female,III,564.4,94.06666666666666,100.0
6271,Student_6271,Female,I,,,0.0
6272,Student_6272,Male,II,210.9,70.3,0.0
6273,Student_6273,Other,III,,,0.0
6274,Student_6274,Other,I,154.5,51.5,100.0
6275,Student_6275,Male,II,,,0.0
6276,Student_6276,Other,III,260.1,86.7,100.0
6277,Student_6277,Other,I,446.2,74.36666666666666,100.0
6278,Student_6278,Female,II,120.19999999999999,40.06666666666666,0.0
6279,Student_6279,Other,III,266.3,88.76666666666667,100.0
6280,Student_6280,Male,I,111.9,37.300000000000004,100.0
6281,Student_6281,Other,II,,,100.0
6282,Student_6282,Other,III,244.10000000000002,81.36666666666667,100.0
6283,Student_6283,Female,I,,,100.0
6284,Student_6284,Other,II,228.0,38.0,0.0
6285,Student_6285,Other,III,,,100.0
6286,Student_6286,Other,I,352.40000000000003,58.73333333333334,100.0
6287,Student_6287,Female,II,,,0.0
6288,Student_6288,Other,III,396.6,66.10000000000001,0.0
6289,Student_6289,Female,I,,,0.0
6290,Student_6290,Female,II,412.4,68.73333333333333,100.0
6291,Student_6291,Male,III,,,0.0
6292,Student_6292,Male,I,123.7,41.233333333333334,0.0
6293,Student_6293,Other,II,,,100.0
6294,Student_6294,Female,III,314.4,52.4,100.0
6295,Student_6295,Female,I,,,100.0
6296,Student_6296,Other,II,900.0,100.0,100.0
6297,Student_6297,Male,III,,,0.0
6298,Student_6298,Male,I,363.1,72.62,100.0
6299,Student_6299,Male,II,,,100.0
6300,Student_6300,Male,III,184.3,61.43333333333334,0.0
6301,Student_6301,Female,I,,,0.0
6302,Student_6302,Other,II,239.4,79.8,100.0
6303,Student_6303,Male,III,,,100.0
6304,Student_6304,Female,I,417.8,69.63333333333334,100.0
6305,Student_6305,Male,II,,,100.0
6306,Student_6306,Other,III,361.2,40.13333333333333,100.0
6307,Student_6307,Female,I,,,0.0
6308,Student_6308,Male,II,243.2,81.06666666666666,100.0
6309,Student_6309,Female,III,120.7,40.233333333333334,0.0
6310,Student_6310,Female,I,61.2,20.400000000000002,0.0
6311,Student_6311,Other,II,,,100.0
6312,Student_6312,Male,III,202.1,67.36666666666666,0.0
6313,Student_6313,Other,I,,,0.0
6314,Student_6314,Other,II,406.2,67.7,0.0
6315,Student_6315,Male,III,165.9,55.300000000000004,100.0
6316,Student_6316,Other,I,271.7,90.56666666666666,100.0
6317,Student_6317,Other,II,489.6,81.60000000000001,100.0
6318,Student_6318,Female,III,213.6,35.6,0.0
6319,Student_6319,Male,I,193.0,64.33333333333333,0.0
6320,Student_6320,Female,II,158.3,52.76666666666667,0.0
6321,Student_6321,Female,III,159.8,53.26666666666667,100.0
6322,Student_6322,Male,I,288.1,96.03333333333335,100.0
6323,Student_6323,Female,II,,,0.0
6324,Student_6324,Other,III,228.5,76.16666666666667,100.0
6325,Student_6325,Female,I,107.30000000000001,35.76666666666667,0.0
6326,Student_6326,Other,II,179.6,59.86666666666667,100.0
6327,Student_6327,Male,III,,,100.0
6328,Student_6328,Other,I,228.8,38.13333333333333,100.0
6329,Student_6329,Female,II,,,100.0
6330,Student_6330,Male,III,130.8,43.6,0.0
6331,Student_6331,Other,I,,,0.0
6332,Student_6332,Female,II,523.8,87.3,0.0
6333,Student_6333,Female,III,,,100.0
6334,Student_6334,Male,I,164.5,54.833333333333336,100.0
6335,Student_6335,Other,II,,,0.0
6336,Student_6336,Male,III,175.8,58.6,100.0
6337,Student_6337,Male,I,114.6,38.199999999999996,0.0
6338,Student_6338,Male,II,804.0,89.33333333333333,0.0
6339,Student_6339,Female,III,,,0.0
6340,Student_6340,Male,I,256.1,85.36666666666667,100.0
6341,Student_6341,Other,II,,,0.0
6342,Student_6342,Male,III,219.3,73.10000000000001,100.0
6343,Student_6343,Other,I,427.6,71.26666666666667,0.0
6344,Student_6344,Other,II,179.6,59.86666666666667,0.0
6345,Student_6345,Other,III,208.0,69.33333333333333,100.0
6346,Student_6346,Male,I,106.1,35.36666666666667,0.0
6347,Student_6347,Male,II,,,100.0
6348,Student_6348,Other,III,272.1,90.7,100.0
6349,Student_6349,Female,I,,,0.0
6350,Student_6350,Other,II,529.6,88.26666666666667,100.0
6351,Student_6351,Male,III,,,0.0
6352,Student_6352,Female,I,143.4,47.800000000000004,0.0
6353,Student_6353,Male,II,187.4,62.46666666666667,100.0
6354,Student_6354,Female,III,357.0,59.5,0.0
6355,Student_6355,Male,I,,,100.0
6356,Student_6356,Other,II,205.4,68.46666666666667,0.0
6357,Student_6357,Female,III,169.0,56.333333333333336,100.0
6358,Student_6358,Male,I,161.1,53.699999999999996,0.0
6359,Student_6359,Female,II,231.6,77.2,0.0
6360,Student_6360,Female,III,199.8,66.60000000000001,100.0
6361,Student_6361,Other,I,,,100.0
6362,Student_6362,Female,II,515.0,85.83333333333333,100.0
6363,Student_6363,Female,III,563.6,93.93333333333334,100.0
6364,Student_6364,Other,I,216.89999999999998,72.3,100.0
6365,Student_6365,Female,II,508.6,84.76666666666667,0.0
6366,Student_6366,Other,III,332.0,55.333333333333336,100.0
6367,Student_6367,Other,I,,,0.0
6368,Student_6368,Other,II,241.0,80.33333333333333,0.0
6369,Student_6369,Other,III,232.89999999999998,77.63333333333333,0.0
6370,Student_6370,Other,I,188.4,62.800000000000004,100.0
6371,Student_6371,Female,II,189.1,63.03333333333333,0.0
6372,Student_6372,Female,III,512.2,85.36666666666667,0.0
6373,Student_6373,Male,I,,,100.0
6374,Student_6374,Other,II,118.0,39.333333333333336,0.0
6375,Student_6375,Other,III,176.0,58.666666666666664,0.0
6376,Student_6376,Other,I,175.9,58.63333333333333,0.0
6377,Student_6377,Other,II,401.6,66.93333333333334,0.0
6378,Student_6378,Female,III,268.4,89.46666666666665,100.0
6379,Student_6379,Male,I,258.0,86.0,100.0
6380,Student_6380,Other,II,170.8,56.93333333333334,0.0
6381,Student_6381,Other,III,,,0.0
6382,Student_6382,Other,I,309.2,51.53333333333333,100.0
6383,Student_6383,Female,II,135.4,45.13333333333333,0.0
6384,Student_6384,Female,III,207.1,69.03333333333333,0.0
6385,Student_6385,Male,I,,,100.0
6386,Student_6386,Male,II,223.8,74.60000000000001,100.0
6387,Student_6387,Other,III,,,0.0
6388,Student_6388,Male,I,143.6,47.86666666666667,0.0
6389,Student_6389,Male,II,,,100.0
6390,Student_6390,Other,III,99.5,33.166666666666664,0.0
6391,Student_6391,Female,I,,,0.0
6392,Student_6392,Male,II,242.10000000000002,80.7,100.0
6393,Student_6393,Female,III,,,0.0
6394,Student_6394,Female,I,174.7,58.23333333333333,100.0
6395,Student_6395,Male,II,77.60000000000001,25.86666666666667,100.0
6396,Student_6396,Female,III,210.10000000000002,70.03333333333335,0.0
6397,Student_6397,Female,I,309.6,34.400000000000006,0.0
6398,Student_6398,Other,II,228.6,38.1,100.0
6399,Student_6399,Male,III,,,0.0
6400,Student_6400,Other,I,122.69999999999999,40.9,0.0
6401,Student_6401,Male,II,,,100.0
6402,Student_6402,Other,III,762.4,63.53333333333333,0.0
6403,Student_6403,Other,I,155.9,51.96666666666667,100.0
6404,Student_6404,Female,II,210.0,70.0,100.0
6405,Student_6405,Male,III,,,100.0
6406,Student_6406,Male,I,85.7,28.566666666666666,0.0
6407,Student_6407,Female,II,,,100.0
6408,Student_6408,Other,III,96.0,32.0,100.0
6409,Student_6409,Other,I,,,0.0
6410,Student_6410,Male,II,445.0,74.16666666666667,100.0
6411,Student_6411,Male,III,144.3,48.1,100.0
6412,Student_6412,Female,I,218.9,72.96666666666667,0.0
6413,Student_6413,Female,II,,,0.0
6414,Student_6414,Other,III,315.0,52.5,100.0
6415,Student_6415,Other,I,,,0.0
6416,Student_6416,Female,II,222.3,74.10000000000001,100.0
6417,Student_6417,Female,III,628.5,69.83333333333333,0.0
6418,Student_6418,Female,I,171.6,57.199999999999996,0.0
6419,Student_6419,Female,II,,,0.0
6420,Student_6420,Other,III,213.0,71.0,0.0
6421,Student_6421,Male,I,165.6,55.199999999999996,100.0
6422,Student_6422,Other,II,248.2,82.73333333333333,0.0
6423,Student_6423,Other,III,,,100.0
6424,Student_6424,Female,I,273.4,91.13333333333333,0.0
6425,Student_6425,Female,II,,,100.0
6426,Student_6426,Female,III,182.5,60.833333333333336,100.0
6427,Student_6427,Other,I,,,0.0
6428,Student_6428,Male,II,156.1,52.03333333333333,100.0
6429,Student_6429,Female,III,,,0.0
6430,Student_6430,Female,I,174.1,34.82,100.0
6431,Student_6431,Other,II,462.59999999999997,77.1,0.0
6432,Student_6432,Male,III,261.3,87.10000000000001,0.0
6433,Student_6433,Male,I,221.7,73.89999999999999,0.0
6434,Student_6434,Female,II,167.5,55.833333333333336,0.0
6435,Student_6435,Female,III,,,100.0
6436,Student_6436,Other,I,128.4,42.800000000000004,100.0
6437,Student_6437,Male,II,,,100.0
6438,Student_6438,Male,III,124.8,41.6,100.0
6439,Student_6439,Female,I,,,100.0
6440,Student_6440,Female,II,162.1,54.03333333333333,100.0
6441,Student_6441,Male,III,,,100.0
6442,Student_6442,Male,I,404.4,67.39999999999999,100.0
6443,Student_6443,Female,II,,,0.0
6444,Student_6444,Male,III,202.8,67.60000000000001,100.0
6445,Student_6445,Other,I,,,0.0
6446,Student_6446,Male,II,181.4,60.46666666666667,0.0
6447,Student_6447,Other,III,,,0.0
6448,Student_6448,Male,I,469.4,78.23333333333333,100.0
6449,Student_6449,Female,II,,,100.0
6450,Student_6450,Other,III,396.2,66.03333333333333,0.0
6451,Student_6451,Female,I,225.2,75.06666666666666,100.0
6452,Student_6452,Other,II,222.1,74.03333333333333,100.0
6453,Student_6453,Male,III,,,100.0
6454,Student_6454,Other,I,157.6,52.53333333333333,0.0
6455,Student_6455,Male,II,,,0.0
6456,Student_6456,Female,III,286.6,95.53333333333335,100.0
6457,Student_6457,Male,I,,,0.0
6458,Student_6458,Other,II,269.3,89.76666666666667,0.0
6459,Student_6459,Male,III,,,0.0
6460,Student_6460,Other,I,279.7,93.23333333333333,100.0
6461,Student_6461,Female,II,268.3,89.43333333333334,0.0
6462,Student_6462,Female,III,177.2,59.06666666666666,100.0
6463,Student_6463,Female,I,,,100.0
6464,Student_6464,Male,II,226.60000000000002,75.53333333333335,100.0
6465,Student_6465,Male,III,,,0.0
6466,Student_6466,Other,I,81.69999999999999,40.849999999999994,0.0
6467,Student_6467,Other,II,,,100.0
6468,Student_6468,Other,III,442.0,73.66666666666667,100.0
6469,Student_6469,Female,I,251.0,41.833333333333336,0.0
6470,Student_6470,Male,II,610.8,67.86666666666666,0.0
6471,Student_6471,Female,III,180.8,60.26666666666667,100.0
6472,Student_6472,Female,I,333.8,55.63333333333333,100.0
6473,Student_6473,Female,II,,,0.0
6474,Student_6474,Female,III,273.0,91.0,0.0
6475,Student_6475,Other,I,,,0.0
6476,Student_6476,Female,II,86.0,28.666666666666668,0.0
6477,Student_6477,Male,III,,,0.0
6478,Student_6478,Other,I,244.8,40.800000000000004,100.0
6479,Student_6479,Female,II,,,0.0
6480,Student_6480,Female,III,106.3,35.43333333333333,0.0
6481,Student_6481,Female,I,,,0.0
6482,Student_6482,Other,II,370.6,61.76666666666667,0.0
6483,Student_6483,Other,III,,,100.0
6484,Student_6484,Other,I,264.0,44.0,100.0
6485,Student_6485,Female,II,,,100.0
6486,Student_6486,Male,III,241.5,80.5,0.0
6487,Student_6487,Female,I,,,0.0
6488,Student_6488,Other,II,230.0,76.66666666666667,100.0
6489,Student_6489,Other,III,,,0.0
6490,Student_6490,Other,I,265.2,88.39999999999999,0.0
6491,Student_6491,Other,II,191.9,63.96666666666667,100.0
6492,Student_6492,Female,III,113.4,37.800000000000004,0.0
6493,Student_6493,Male,I,,,0.0
6494,Student_6494,Female,II,216.6,72.2,0.0
6495,Student_6495,Male,III,,,0.0
6496,Student_6496,Other,I,137.6,45.86666666666667,100.0
6497,Student_6497,Other,II,294.5,98.16666666666667,100.0
6498,Student_6498,Female,III,215.7,71.89999999999999,0.0
6499,Student_6499,Female,I,,,0.0
6500,Student_6500,Male,II,169.9,56.63333333333333,0.0
6501,Student_6501,Male,III,,,100.0
6502,Student_6502,Male,I,190.9,63.63333333333333,100.0
6503,Student_6503,Male,II,,,0.0
6504,Student_6504,Male,III,177.7,59.23333333333333,100.0
6505,Student_6505,Other,I,,,100.0
6506,Student_6506,Other,II,295.9,98.63333333333333,100.0
6507,Student_6507,Female,III,118.3,39.43333333333333,100.0
6508,Student_6508,Male,I,137.2,45.73333333333333,0.0
6509,Student_6509,Other,II,,,0.0
6510,Student_6510,Female,III,798.0,88.66666666666667,0.0
6511,Student_6511,Female,I,,,0.0
6512,Student_6512,Female,II,343.5,38.166666666666664,0.0
6513,Student_6513,Female,III,,,100.0
6514,Student_6514,Other,I,179.1,59.699999999999996,100.0
6515,Student_6515,Other,II,160.6,53.53333333333333,100.0
6516,Student_6516,Female,III,260.9,86.96666666666665,100.0
6517,Student_6517,Other,I,164.1,54.699999999999996,0.0
6518,Student_6518,Other,II,152.4,50.800000000000004,0.0
6519,Student_6519,Male,III,,,0.0
6520,Student_6520,Other,I,394.4,65.73333333333333,100.0
6521,Student_6521,Female,II,,,100.0
6522,Student_6522,Male,III,221.9,73.96666666666667,100.0
6523,Student_6523,Other,I,,,100.0
6524,Student_6524,Other,II,169.5,56.5,0.0
6525,Student_6525,Female,III,206.5,68.83333333333333,0.0
6526,Student_6526,Male,I,133.2,44.4,0.0
6527,Student_6527,Other,II,,,100.0
6528,Student_6528,Other,III,234.79999999999998,39.13333333333333,0.0
6529,Student_6529,Male,I,,,0.0
6530,Student_6530,Female,II,151.8,50.6,100.0
6531,Student_6531,Male,III,196.2,65.39999999999999,0.0
6532,Student_6532,Male,I,309.0,51.5,0.0
6533,Student_6533,Female,II,,,0.0
6534,Student_6534,Male,III,264.6,44.1,0.0
6535,Student_6535,Female,I,,,100.0
6536,Student_6536,Female,II,156.60000000000002,52.20000000000001,100.0
6537,Student_6537,Female,III,,,0.0
6538,Student_6538,Other,I,205.0,68.33333333333333,100.0
6539,Student_6539,Male,II,,,0.0
6540,Student_6540,Other,III,206.0,68.66666666666667,100.0
6541,Student_6541,Male,I,,,0.0
6542,Student_6542,Male,II,441.6,73.60000000000001,0.0
6543,Student_6543,Female,III,,,0.0
6544,Student_6544,Male,I,398.6,66.43333333333334,100.0
6545,Student_6545,Male,II,,,0.0
6546,Student_6546,Female,III,166.1,55.36666666666667,0.0
6547,Student_6547,Other,I,181.9,60.63333333333333,0.0
6548,Student_6548,Female,II,210.0,70.0,100.0
6549,Student_6549,Other,III,,,0.0
6550,Student_6550,Male,I,232.3,77.43333333333334,100.0
6551,Student_6551,Male,II,,,0.0
6552,Student_6552,Female,III,299.2,99.73333333333333,0.0
6553,Student_6553,Other,I,,,0.0
6554,Student_6554,Other,II,196.9,65.63333333333334,0.0
6555,Student_6555,Male,III,,,0.0
6556,Student_6556,Female,I,129.6,43.199999999999996,0.0
6557,Student_6557,Female,II,,,0.0
6558,Student_6558,Other,III,208.3,69.43333333333334,0.0
6559,Student_6559,Male,I,,,100.0
6560,Student_6560,Female,II,544.6,90.76666666666667,0.0
6561,Student_6561,Other,III,,,0.0
6562,Student_6562,Female,I,194.6,64.86666666666666,100.0
6563,Student_6563,Other,II,,,100.0
6564,Student_6564,Female,III,350.0,58.333333333333336,100.0
6565,Student_6565,Female,I,116.6,38.86666666666667,0.0
6566,Student_6566,Male,II,334.0,55.666666666666664,100.0
6567,Student_6567,Other,III,,,0.0
6568,Student_6568,Male,I,233.2,38.86666666666667,0.0
6569,Student_6569,Other,II,152.0,50.666666666666664,0.0
6570,Student_6570,Other,III,241.9,80.63333333333334,100.0
6571,Student_6571,Female,I,,,0.0
6572,Student_6572,Other,II,172.4,57.46666666666667,0.0
6573,Student_6573,Other,III,,,0.0
6574,Student_6574,Other,I,133.4,44.46666666666667,0.0
6575,Student_6575,Male,II,147.2,49.06666666666666,0.0
6576,Student_6576,Male,III,171.6,57.199999999999996,0.0
6577,Student_6577,Male,I,,,100.0
