Adm_No,Date,Present
6202,2026-07-01,True
6203,2026-07-01,True
6204,2026-07-01,False
6205,2026-07-01,False
6206,2026-07-01,False
6207,2026-07-01,True
6208,2026-07-01,False
6209,2026-07-01,True
6210,2026-07-01,False
6211,2026-07-01,False
6212,2026-07-01,False
6213,2026-07-01,True
6214,2026-07-01,True
6215,2026-07-01,True
6216,2026-07-01,False
6217,2026-07-01,False
6218,2026-07-01,False
6219,2026-07-01,True
6220,2026-07-01,False
6221,2026-07-01,False
6222,2026-07-01,True
6223,2026-07-01,True
6224,2026-07-01,False
6225,2026-07-01,False
6226,2026-07-01,False
6227,2026-07-01,True
6228,2026-07-01,True
6229,2026-07-01,False
6230,2026-07-01,False
6231,2026-07-01,False
6232,2026-07-01,False
6233,2026-07-01,True
6234,2026-07-01,False
6235,2026-07-01,True
6236,2026-07-01,False
6237,2026-07-01,True
6238,2026-07-01,True
6239,2026-07-01,True
6240,2026-07-01,True
6241,2026-07-01,True
6242,2026-07-01,True
6243,2026-07-01,True
6244,2026-07-01,True
6245,2026-07-01,False
6246,2026-07-01,True
6247,2026-07-01,True
6248,2026-07-01,True
6249,2026-07-01,True
6250,2026-07-01,True
6251,2026-07-01,False
6252,2026-07-01,True
6253,2026-07-01,True
6254,2026-07-01,False
6255,2026-07-01,False
6256,2026-07-01,False
6257,2026-07-01,True
6258,2026-07-01,True
6259,2026-07-01,True
6260,2026-07-01,False
6261,2026-07-01,True
6262,2026-07-01,False
6263,2026-07-01,True
6264,2026-07-01,True
6265,2026-07-01,True
6266,2026-07-01,False
6267,2026-07-01,True
6268,2026-07-01,True
6269,2026-07-01,True
6270,2026-07-01,True
6271,2026-07-01,False
6272,2026-07-01,False
6273,2026-07-01,False
6274,2026-07-01,True
6275,2026-07-01,False
6276,2026-07-01,True
6277,2026-07-01,True
6278,2026-07-01,False
6279,2026-07-01,True
6280,2026-07-01,True
6281,2026-07-01,True
6282,2026-07-01,True
6283,2026-07-01,True
6284,2026-07-01,False
6285,2026-07-01,True
6286,2026-07-01,True
6287,2026-07-01,False
6288,2026-07-01,False
6289,2026-07-01,False
6290,2026-07-01,True
6291,2026-07-01,False
6292,2026-07-01,False
6293,2026-07-01,True
6294,2026-07-01,True
6295,2026-07-01,True
6296,2026-07-01,True
6297,2026-07-01,False
6298,2026-07-01,True
6299,2026-07-01,True
6300,2026-07-01,False
6301,2026-07-01,False
6302,2026-07-01,True
6303,2026-07-01,True
6304,2026-07-01,True
6305,2026-07-01,True
6306,2026-07-01,True
6307,2026-07-01,False
6308,2026-07-01,True
6309,2026-07-01,False
6310,2026-07-01,False
6311,2026-07-01,True
6312,2026-07-01,False
6313,2026-07-01,False
6314,2026-07-01,False
6315,2026-07-01,True
6316,2026-07-01,True
6317,2026-07-01,True
6318,2026-07-01,False
6319,2026-07-01,False
6320,2026-07-01,False
6321,2026-07-01,True
6322,2026-07-01,True
6323,2026-07-01,False
6324,2026-07-01,True
6325,2026-07-01,False
6326,2026-07-01,True
6327,2026-07-01,True
6328,2026-07-01,True
6329,2026-07-01,True
6330,2026-07-01,False
6331,2026-07-01,False
6332,2026-07-01,False
6333,2026-07-01,True
6334,2026-07-01,True
6335,2026-07-01,False
6336,2026-07-01,True
6337,2026-07-01,False
6338,2026-07-01,False
6339,2026-07-01,False
6340,2026-07-01,True
6341,2026-07-01,False
6342,2026-07-01,True
6343,2026-07-01,False
6344,2026-07-01,False
6345,2026-07-01,True
6346,2026-07-01,False
6347,2026-07-01,True
6348,2026-07-01,True
6349,2026-07-01,False
6350,2026-07-01,True
6351,2026-07-01,False
6352,2026-07-01,False
6353,2026-07-01,True
6354,2026-07-01,False
6355,2026-07-01,True
6356,2026-07-01,False
6357,2026-07-01,True
6358,2026-07-01,False
6359,2026-07-01,False
6360,2026-07-01,True
6361,2026-07-01,True
6362,2026-07-01,True
6363,2026-07-01,True
6364,2026-07-01,True
6365,2026-07-01,False
6366,2026-07-01,True
6367,2026-07-01,False
6368,2026-07-01,False
6369,2026-07-01,False
6370,2026-07-01,True
6371,2026-07-01,False
6372,2026-07-01,False
6373,2026-07-01,True
6374,2026-07-01,False
6375,2026-07-01,False
6376,2026-07-01,False
6377,2026-07-01,False
6378,2026-07-01,True
6379,2026-07-01,True
6380,2026-07-01,False
6381,2026-07-01,False
6382,2026-07-01,True
6383,2026-07-01,False
6384,2026-07-01,False
6385,2026-07-01,True
6386,2026-07-01,True
6387,2026-07-01,False
6388,2026-07-01,False
6389,2026-07-01,True
6390,2026-07-01,False
6391,2026-07-01,False
6392,2026-07-01,True
6393,2026-07-01,False
6394,2026-07-01,True
6395,2026-07-01,True
6396,2026-07-01,False
6397,2026-07-01,False
6398,2026-07-01,True
6399,2026-07-01,False
6400,2026-07-01,False
6401,2026-07-01,True
6402,2026-07-01,False
6403,2026-07-01,True
6404,2026-07-01,True
6405,2026-07-01,True
6406,2026-07-01,False
6407,2026-07-01,True
6408,2026-07-01,True
6409,2026-07-01,False
6410,2026-07-01,True
6411,2026-07-01,True
6412,2026-07-01,False
6413,2026-07-01,False
6414,2026-07-01,True
6415,2026-07-01,False
6416,2026-07-01,True
6417,2026-07-01,False
6418,2026-07-01,False
6419,2026-07-01,False
6420,2026-07-01,False
6421,2026-07-01,True
6422,2026-07-01,False
6423,2026-07-01,True
6424,2026-07-01,False
6425,2026-07-01,True
6426,2026-07-01,True
6427,2026-07-01,False
6428,2026-07-01,True
6429,2026-07-01,False
6430,2026-07-01,True
6431,2026-07-01,False
6432,2026-07-01,False
6433,2026-07-01,False
6434,2026-07-01,False
6435,2026-07-01,True
6436,2026-07-01,True
6437,2026-07-01,True
6438,2026-07-01,True
6439,2026-07-01,True
6440,2026-07-01,True
6441,2026-07-01,True
6442,2026-07-01,True
6443,2026-07-01,False
6444,2026-07-01,True
6445,2026-07-01,False
6446,2026-07-01,False
6447,2026-07-01,False
6448,2026-07-01,True
6449,2026-07-01,True
6450,2026-07-01,False
6451,2026-07-01,True
6452,2026-07-01,True
6453,2026-07-01,True
6454,2026-07-01,False
6455,2026-07-01,False
6456,2026-07-01,True
6457,2026-07-01,False
6458,2026-07-01,False
6459,2026-07-01,False
6460,2026-07-01,True
6461,2026-07-01,False
6462,2026-07-01,True
6463,2026-07-01,True
6464,2026-07-01,True
6465,2026-07-01,False
6466,2026-07-01,False
6467,2026-07-01,True
6468,2026-07-01,True
6469,2026-07-01,False
6470,2026-07-01,False
6471,2026-07-01,True
6472,2026-07-01,True
6473,2026-07-01,False
6474,2026-07-01,False
6475,2026-07-01,False
6476,2026-07-01,False
6477,2026-07-01,False
6478,2026-07-01,True
6479,2026-07-01,False
6480,2026-07-01,False
6481,2026-07-01,False
6482,2026-07-01,False
6483,2026-07-01,True
6484,2026-07-01,True
6485,2026-07-01,True
6486,2026-07-01,False
6487,2026-07-01,False
6488,2026-07-01,True
6489,2026-07-01,False
6490,2026-07-01,False
6491,2026-07-01,True
6492,2026-07-01,False
6493,2026-07-01,False
6494,2026-07-01,False
6495,2026-07-01,False
6496,2026-07-01,True
6497,2026-07-01,True
6498,2026-07-01,False
6499,2026-07-01,False
6500,2026-07-01,False
6501,2026-07-01,True
6502,2026-07-01,True
6503,2026-07-01,False
6504,2026-07-01,True
6505,2026-07-01,True
6506,2026-07-01,True
6507,2026-07-01,True
6508,2026-07-01,False
6509,2026-07-01,False
6510,2026-07-01,False
6511,2026-07-01,False
6512,2026-07-01,False
6513,2026-07-01,True
6514,2026-07-01,True
6515,2026-07-01,True
6516,2026-07-01,True
6517,2026-07-01,False
6518,2026-07-01,False
6519,2026-07-01,False
6520,2026-07-01,True
6521,2026-07-01,True
6522,2026-07-01,True
6523,2026-07-01,True
6524,2026-07-01,False
6525,2026-07-01,False
6526,2026-07-01,False
6527,2026-07-01,True
6528,2026-07-01,False
6529,2026-07-01,False
6530,2026-07-01,True
6531,2026-07-01,False
6532,2026-07-01,False
6533,2026-07-01,False
6534,2026-07-01,False
6535,2026-07-01,True
6536,2026-07-01,True
6537,2026-07-01,False
6538,2026-07-01,True
6539,2026-07-01,False
6540,2026-07-01,True
6541,2026-07-01,False
6542,2026-07-01,False
6543,2026-07-01,False
6544,2026-07-01,True
6545,2026-07-01,False
6546,2026-07-01,False
6547,2026-07-01,False
6548,2026-07-01,True
6549,2026-07-01,False
6550,2026-07-01,True
6551,2026-07-01,False
6552,2026-07-01,False
6553,2026-07-01,False
6554,2026-07-01,False
6555,2026-07-01,False
6556,2026-07-01,False
6557,2026-07-01,False
6558,2026-07-01,False
6559,2026-07-01,True
6560,2026-07-01,False
6561,2026-07-01,False
6562,2026-07-01,True
6563,2026-07-01,True
6564,2026-07-01,True
6565,2026-07-01,False
6566,2026-07-01,True
6567,2026-07-01,False
6568,2026-07-01,False
6569,2026-07-01,False
6570,2026-07-01,True
6571,2026-07-01,False
6572,2026-07-01,False
6573,2026-07-01,False
6574,2026-07-01,False
6575,2026-07-01,False
6576,2026-07-01,False
6577,2026-07-01,True
6578,2026-07-01,False
6579,2026-07-01,True
6580,2026-07-01,False
6581,2026-07-01,False
6582,2026-07-01,False
6583,2026-07-01,False
6584,2026-07-01,False
6585,2026-07-01,False
6586,2026-07-01,False
6587,2026-07-01,True
6588,2026-07-01,True
6589,2026-07-01,False
6590,2026-07-01,False
6591,2026-07-01,False
6592,2026-07-01,True
6593,2026-07-01,False
6594,2026-07-01,False
6595,2026-07-01,True
6596,2026-07-01,True
6597,2026-07-01,False
6598,2026-07-01,True
6599,2026-07-01,False
6600,2026-07-01,False
6601,2026-07-01,True
6602,2026-07-01,True
6603,2026-07-01,False
6604,2026-07-01,False
6605,2026-07-01,False
6606,2026-07-01,True
6607,2026-07-01,False
6608,2026-07-01,True
6609,2026-07-01,True
6610,2026-07-01,True
6611,2026-07-01,True
6612,2026-07-01,False
6613,2026-07-01,False
6614,2026-07-01,False
6615,2026-07-01,True
6616,2026-07-01,True
6617,2026-07-01,False
6618,2026-07-01,False
6619,2026-07-01,False
6620,2026-07-01,False
6621,2026-07-01,True
6622,2026-07-01,True
6623,2026-07-01,True
6624,2026-07-01,False
6625,2026-07-01,True
6626,2026-07-01,False
6627,2026-07-01,True
6628,2026-07-01,True
6629,2026-07-01,True
6630,2026-07-01,False
6631,2026-07-01,False
6632,2026-07-01,True
6633,2026-07-01,True
6634,2026-07-01,True
6635,2026-07-01,False
6636,2026-07-01,False
6637,2026-07-01,False
6638,2026-07-01,True
6639,2026-07-01,False
6640,2026-07-01,False
6641,2026-07-01,False
6642,2026-07-01,False
6643,2026-07-01,False
6644,2026-07-01,True
6645,2026-07-01,True
6646,2026-07-01,False
6647,2026-07-01,True
6648,2026-07-01,True
6649,2026-07-01,True
6650,2026-07-01,True
6651,2026-07-01,True
6652,2026-07-01,False
6653,2026-07-01,False
6654,2026-07-01,False
6655,2026-07-01,False
6656,2026-07-01,True
6657,2026-07-01,True
6658,2026-07-01,True
6659,2026-07-01,True
6660,2026-07-01,True
6661,2026-07-01,True
6662,2026-07-01,False
6663,2026-07-01,True
6664,2026-07-01,True
6665,2026-07-01,False
6666,2026-07-01,False
6667,2026-07-01,True
6668,2026-07-01,False
6669,2026-07-01,True
6670,2026-07-01,True
6671,2026-07-01,False
6672,2026-07-01,False
6673,2026-07-01,True
6674,2026-07-01,False
6675,2026-07-01,True
6676,2026-07-01,True
6677,2026-07-01,True
6678,2026-07-01,False
6679,2026-07-01,True
6680,2026-07-01,True
6681,2026-07-01,True
6682,2026-07-01,False
6683,2026-07-01,False
6684,2026-07-01,True
6685,2026-07-01,False
6686,2026-07-01,True
6687,2026-07-01,True
6688,2026-07-01,True
6689,2026-07-01,False
6690,2026-07-01,True
6691,2026-07-01,True
6692,2026-07-01,True
6693,2026-07-01,False
6694,2026-07-01,False
6695,2026-07-01,True
6696,2026-07-01,True
6697,2026-07-01,True
6698,2026-07-01,False
6699,2026-07-01,False
6700,2026-07-01,False
6701,2026-07-01,True
6702,2026-07-01,True
6703,2026-07-01,False
6704,2026-07-01,False
6705,2026-07-01,False
6706,2026-07-01,False
6707,2026-07-01,False
6708,2026-07-01,True
6709,2026-07-01,False
6710,2026-07-01,False
6711,2026-07-01,True
6712,2026-07-01,True
6713,2026-07-01,True
6714,2026-07-01,False
6715,2026-07-01,False
6716,2026-07-01,False
6717,2026-07-01,False
6718,2026-07-01,True
6719,2026-07-01,True
6720,2026-07-01,False
6721,2026-07-01,True
6722,2026-07-01,True
6723,2026-07-01,True
6724,2026-07-01,False
6725,2026-07-01,True
6726,2026-07-01,False
6727,2026-07-01,False
6728,2026-07-01,False
6729,2026-07-01,True
6730,2026-07-01,True
6731,2026-07-01,False
6732,2026-07-01,False
6733,2026-07-01,True
6734,2026-07-01,True
6735,2026-07-01,True
6736,2026-07-01,True
6737,2026-07-01,True
6738,2026-07-01,False
6739,2026-07-01,False
6740,2026-07-01,True
6741,2026-07-01,False
6742,2026-07-01,False
6743,2026-07-01,True
6744,2026-07-01,False
6745,2026-07-01,True
6746,2026-07-01,False
6747,2026-07-01,True
6748,2026-07-01,False
6749,2026-07-01,True
6750,2026-07-01,False
6751,2026-07-01,False
6752,2026-07-01,False
6753,2026-07-01,False
6754,2026-07-01,True
6755,2026-07-01,False
6756,2026-07-01,True
6757,2026-07-01,False
6758,2026-07-01,True
6759,2026-07-01,True
6760,2026-07-01,False
6761,2026-07-01,False
6762,2026-07-01,False
6763,2026-07-01,False
6764,2026-07-01,False
6765,2026-07-01,True
6766,2026-07-01,False
6767,2026-07-01,True
6768,2026-07-01,True
6769,2026-07-01,False
6770,2026-07-01,True
6771,2026-07-01,True
6772,2026-07-01,False
6773,2026-07-01,True
6774,2026-07-01,True
6775,2026-07-01,True
6776,2026-07-01,True
6777,2026-07-01,False
6778,2026-07-01,False
6779,2026-07-01,True
6780,2026-07-01,False
6781,2026-07-01,True
6782,2026-07-01,False
6783,2026-07-01,False
6784,2026-07-01,True
6785,2026-07-01,True
6786,2026-07-01,True
6787,2026-07-01,True
6788,2026-07-01,False
6789,2026-07-01,True
6790,2026-07-01,False
6791,2026-07-01,True
6792,2026-07-01,True
6793,2026-07-01,True
6794,2026-07-01,False
6795,2026-07-01,True
6796,2026-07-01,False
6797,2026-07-01,True
6798,2026-07-01,True
6799,2026-07-01,True
6800,2026-07-01,True
6801,2026-07-01,True
6802,2026-07-01,False
6803,2026-07-01,True
6804,2026-07-01,True
6805,2026-07-01,True
6806,2026-07-01,True
6807,2026-07-01,False
6808,2026-07-01,False
6809,2026-07-01,True
6810,2026-07-01,False
6811,2026-07-01,True
6812,2026-07-01,True
6813,2026-07-01,True
6814,2026-07-01,True
6815,2026-07-01,True
6816,2026-07-01,False
6817,2026-07-01,False
6818,2026-07-01,True
6819,2026-07-01,True
6820,2026-07-01,True
6821,2026-07-01,False
6822,2026-07-01,False
6823,2026-07-01,False
6824,2026-07-01,False
6825,2026-07-01,True
6826,2026-07-01,True
6827,2026-07-01,False
6828,2026-07-01,False
6829,2026-07-01,False
6830,2026-07-01,False
6831,2026-07-01,True
6832,2026-07-01,True
6833,2026-07-01,True
6834,2026-07-01,False
6835,2026-07-01,False
6836,2026-07-01,True
6837,2026-07-01,True
6838,2026-07-01,False
6839,2026-07-01,False
6840,2026-07-01,True
6841,2026-07-01,True
6842,2026-07-01,False
6843,2026-07-01,True
6844,2026-07-01,True
6845,2026-07-01,False
6846,2026-07-01,True
6847,2026-07-01,False
6848,2026-07-01,False
6849,2026-07-01,True
6850,2026-07-01,False
6851,2026-07-01,True
6852,2026-07-01,True
6853,2026-07-01,False
6854,2026-07-01,False
6855,2026-07-01,False
6856,2026-07-01,False
6857,2026-07-01,True
6858,2026-07-01,False
6859,2026-07-01,False
6860,2026-07-01,True
6861,2026-07-01,True
6862,2026-07-01,True
6863,2026-07-01,False
6864,2026-07-01,True
6865,2026-07-01,False
6866,2026-07-01,True
6867,2026-07-01,True
6868,2026-07-01,True
6869,2026-07-01,True
6870,2026-07-01,True
6871,2026-07-01,True
6872,2026-07-01,False
6873,2026-07-01,True
6874,2026-07-01,True
6875,2026-07-01,True
6876,2026-07-01,False
6877,2026-07-01,True
6878,2026-07-01,True
6879,2026-07-01,False
6880,2026-07-01,False
6881,2026-07-01,False
6882,2026-07-01,True
6883,2026-07-01,False
6884,2026-07-01,False
6885,2026-07-01,True
6886,2026-07-01,False
6887,2026-07-01,False
6888,2026-07-01,False
6889,2026-07-01,True
6890,2026-07-01,True
6891,2026-07-01,True
6892,2026-07-01,True
6893,2026-07-01,False
6894,2026-07-01,False
6895,2026-07-01,True
6896,2026-07-01,False
6897,2026-07-01,False
6898,2026-07-01,False
6899,2026-07-01,True
6900,2026-07-01,False
6901,2026-07-01,True
6902,2026-07-01,True
6903,2026-07-01,False
6904,2026-07-01,False
6905,2026-07-01,False
6906,2026-07-01,False
6907,2026-07-01,False
6908,2026-07-01,True
6909,2026-07-01,True
6910,2026-07-01,False
6911,2026-07-01,True
6912,2026-07-01,False
6913,2026-07-01,True
6914,2026-07-01,True
6915,2026-07-01,True
6916,2026-07-01,True
6917,2026-07-01,False
6918,2026-07-01,True
6919,2026-07-01,True
6920,2026-07-01,True
6921,2026-07-01,True
6922,2026-07-01,False
6923,2026-07-01,True
6924,2026-07-01,True
6925,2026-07-01,True
6926,2026-07-01,True
6927,2026-07-01,True
6928,2026-07-01,True
6929,2026-07-01,False
6930,2026-07-01,True
6931,2026-07-01,False
6932,2026-07-01,True
6933,2026-07-01,False
6934,2026-07-01,False
6935,2026-07-01,True
6936,2026-07-01,True
6937,2026-07-01,False
6938,2026-07-01,True
6939,2026-07-01,False
6940,2026-07-01,True
6941,2026-07-01,False
6942,2026-07-01,False
6943,2026-07-01,False
6944,2026-07-01,False
6945,2026-07-01,True
6946,2026-07-01,False
6947,2026-07-01,True
6948,2026-07-01,True
6949,2026-07-01,False
6950,2026-07-01,True
6951,2026-07-01,True
6952,2026-07-01,False
6953,2026-07-01,True
6954,2026-07-01,False
6955,2026-07-01,False
6956,2026-07-01,False
6957,2026-07-01,False
6958,2026-07-01,False
6959,2026-07-01,False
6960,2026-07-01,True
6961,2026-07-01,True
6962,2026-07-01,False
6963,2026-07-01,False
6964,2026-07-01,False
6965,2026-07-01,False
6966,2026-07-01,True
6967,2026-07-01,True
6968,2026-07-01,False
6969,2026-07-01,True
6970,2026-07-01,False
6971,2026-07-01,False
6972,2026-07-01,True
6973,2026-07-01,True
6974,2026-07-01,True
6975,2026-07-01,True
6976,2026-07-01,True
6977,2026-07-01,True
6978,2026-07-01,True
6979,2026-07-01,False
6980,2026-07-01,True
6981,2026-07-01,False
6982,2026-07-01,True
6983,2026-07-01,True
6984,2026-07-01,False
6985,2026-07-01,False
6986,2026-07-01,True
6987,2026-07-01,False
6988,2026-07-01,True
6989,2026-07-01,False
6990,2026-07-01,True
6991,2026-07-01,False
6992,2026-07-01,True
6993,2026-07-01,True
6994,2026-07-01,True
6995,2026-07-01,True
6996,2026-07-01,True
6997,2026-07-01,True
6998,2026-07-01,False
6999,2026-07-01,False
7000,2026-07-01,True
7001,2026-07-01,False
7002,2026-07-01,True
7003,2026-07-01,False
7004,2026-07-01,False
7005,2026-07-01,True
7006,2026-07-01,True
7007,2026-07-01,False
7008,2026-07-01,True
7009,2026-07-01,True
7010,2026-07-01,False
7011,2026-07-01,True
7012,2026-07-01,True
7013,2026-07-01,False
7014,2026-07-01,True
7015,2026-07-01,True
7016,2026-07-01,True
7017,2026-07-01,False
7018,2026-07-01,False
7019,2026-07-01,False
7020,2026-07-01,True
7021,2026-07-01,True
7022,2026-07-01,True
7023,2026-07-01,False
7024,2026-07-01,True
7025,2026-07-01,True
7026,2026-07-01,True
7027,2026-07-01,True
7028,2026-07-01,True
7029,2026-07-01,False
7030,2026-07-01,True
7031,2026-07-01,True
7032,2026-07-01,False
7033,2026-07-01,True
7034,2026-07-01,True
7035,2026-07-01,True
7036,2026-07-01,True
7037,2026-07-01,True
7038,2026-07-01,False
7039,2026-07-01,False
7040,2026-07-01,False
7041,2026-07-01,True
7042,2026-07-01,False
7043,2026-07-01,True
7044,2026-07-01,True
7045,2026-07-01,False
7046,2026-07-01,False
7047,2026-07-01,True
7048,2026-07-01,False
7049,2026-07-01,True
7050,2026-07-01,False
7051,2026-07-01,False
7052,2026-07-01,False
7053,2026-07-01,False
7054,2026-07-01,False
7055,2026-07-01,False
7056,2026-07-01,True
7057,2026-07-01,False
7058,2026-07-01,False
7059,2026-07-01,True
7060,2026-07-01,True
7061,2026-07-01,True
7062,2026-07-01,True
7063,2026-07-01,False
7064,2026-07-01,True
7065,2026-07-01,True
7066,2026-07-01,False
7067,2026-07-01,False
7068,2026-07-01,False
7069,2026-07-01,True
7070,2026-07-01,False
7071,2026-07-01,True
7072,2026-07-01,True
7073,2026-07-01,True
7074,2026-07-01,False
7075,2026-07-01,False
7076,2026-07-01,False
7077,2026-07-01,True
7078,2026-07-01,True
7079,2026-07-01,True
7080,2026-07-01,False
7081,2026-07-01,True
7082,2026-07-01,False
7083,2026-07-01,True
7084,2026-07-01,False
7085,2026-07-01,True
7086,2026-07-01,True
7087,2026-07-01,True
7088,2026-07-01,False
7089,2026-07-01,True
7090,2026-07-01,False
7091,2026-07-01,False
7092,2026-07-01,False
7093,2026-07-01,False
7094,2026-07-01,False
7095,2026-07-01,True
7096,2026-07-01,True
7097,2026-07-01,False
7098,2026-07-01,False
7099,2026-07-01,False
7100,2026-07-01,True
7101,2026-07-01,True
7102,2026-07-01,True
7103,2026-07-01,True
7104,2026-07-01,True
7105,2026-07-01,False
7106,2026-07-01,False
7107,2026-07-01,True
7108,2026-07-01,False
7109,2026-07-01,False
7110,2026-07-01,True
7111,2026-07-01,True
7112,2026-07-01,False
7113,2026-07-01,True
7114,2026-07-01,False
7115,2026-07-01,False
7116,2026-07-01,False
7117,2026-07-01,True
7118,2026-07-01,False
7119,2026-07-01,True
7120,2026-07-01,False
7121,2026-07-01,False
7122,2026-07-01,False
7123,2026-07-01,True
7124,2026-07-01,True
7125,2026-07-01,False
7126,2026-07-01,True
7127,2026-07-01,False
7128,2026-07-01,False
7129,2026-07-01,False
7130,2026-07-01,False
7131,2026-07-01,True
7132,2026-07-01,True
7133,2026-07-01,True
7134,2026-07-01,True
7135,2026-07-01,True
7136,2026-07-01,False
7137,2026-07-01,False
7138,2026-07-01,False
7139,2026-07-01,False
7140,2026-07-01,False
7141,2026-07-01,False
7142,2026-07-01,True
7143,2026-07-01,False
7144,2026-07-01,True
7145,2026-07-01,False
7146,2026-07-01,False
7147,2026-07-01,False
7148,2026-07-01,True
7149,2026-07-01,True
7150,2026-07-01,True
7151,2026-07-01,True
7152,2026-07-01,False
7153,2026-07-01,True
7154,2026-07-01,True
7155,2026-07-01,True
7156,2026-07-01,False
7157,2026-07-01,True
7158,2026-07-01,True
7159,2026-07-01,False
7160,2026-07-01,False
7161,2026-07-01,False
7162,2026-07-01,True
7163,2026-07-01,True
7164,2026-07-01,True
7165,2026-07-01,False
7166,2026-07-01,False
7167,2026-07-01,False
7168,2026-07-01,True
7169,2026-07-01,False
7170,2026-07-01,True
7171,2026-07-01,False
7172,2026-07-01,False
7173,2026-07-01,False
7174,2026-07-01,False
7175,2026-07-01,True
7176,2026-07-01,True
7177,2026-07-01,True
7178,2026-07-01,False
7179,2026-07-01,True
7180,2026-07-01,False
7181,2026-07-01,False
7182,2026-07-01,True
7183,2026-07-01,False
7184,2026-07-01,True
7185,2026-07-01,True
7186,2026-07-01,True
7187,2026-07-01,False
7188,2026-07-01,False
7189,2026-07-01,True
7190,2026-07-01,False
7191,2026-07-01,True
7192,2026-07-01,True
7193,2026-07-01,False
7194,2026-07-01,False
7195,2026-07-01,False
7196,2026-07-01,False
7197,2026-07-01,True
7198,2026-07-01,True
7199,2026-07-01,True
7200,2026-07-01,False
7201,2026-07-01,False
7202,2026-07-01,False
7203,2026-07-01,True
7204,2026-07-01,True
7205,2026-07-01,False
7206,2026-07-01,True
7207,2026-07-01,False
7208,2026-07-01,True
7209,2026-07-01,True
7210,2026-07-01,True
7211,2026-07-01,True
7212,2026-07-01,True
7213,2026-07-01,False
7214,2026-07-01,True
7215,2026-07-01,True
7216,2026-07-01,False
7217,2026-07-01,True
7218,2026-07-01,True
7219,2026-07-01,False
7220,2026-07-01,False
7221,2026-07-01,False
7222,2026-07-01,False
7223,2026-07-01,True
7224,2026-07-01,True
7225,2026-07-01,False
7226,2026-07-01,True
7227,2026-07-01,False
7228,2026-07-01,True
7229,2026-07-01,True
7230,2026-07-01,False
7231,2026-07-01,False
7232,2026-07-01,True
7233,2026-07-01,False
7234,2026-07-01,True
7235,2026-07-01,False
7236,2026-07-01,False
7237,2026-07-01,True
7238,2026-07-01,False
7239,2026-07-01,True
7240,2026-07-01,True
7241,2026-07-01,True
7242,2026-07-01,False
7243,2026-07-01,True
7244,2026-07-01,True
7245,2026-07-01,False
7246,2026-07-01,False
7247,2026-07-01,True
7248,2026-07-01,False
7249,2026-07-01,True
7250,2026-07-01,True
7251,2026-07-01,True
7252,2026-07-01,True
7253,2026-07-01,True
7254,2026-07-01,False
7255,2026-07-01,False
7256,2026-07-01,True
7257,2026-07-01,False
7258,2026-07-01,True
7259,2026-07-01,True
7260,2026-07-01,False
7261,2026-07-01,False
7262,2026-07-01,False
7263,2026-07-01,False
7264,2026-07-01,True
7265,2026-07-01,True
7266,2026-07-01,False
7267,2026-07-01,True
7268,2026-07-01,True
7269,2026-07-01,False
7270,2026-07-01,False
7271,2026-07-01,False
7272,2026-07-01,True
7273,2026-07-01,True
7274,2026-07-01,True
7275,2026-07-01,True
7276,2026-07-01,True
7277,2026-07-01,False
7278,2026-07-01,False
7279,2026-07-01,True
7280,2026-07-01,False
7281,2026-07-01,True
7282,2026-07-01,False
7283,2026-07-01,False
7284,2026-07-01,True
7285,2026-07-01,True
7286,2026-07-01,True
7287,2026-07-01,False
7288,2026-07-01,False
7289,2026-07-01,True
7290,2026-07-01,True
7291,2026-07-01,False
7292,2026-07-01,False
7293,2026-07-01,True
7294,2026-07-01,True
7295,2026-07-01,False
7296,2026-07-01,True
7297,2026-07-01,False
7298,2026-07-01,False
7299,2026-07-01,False
7300,2026-07-01,False
7301,2026-07-01,True
7302,2026-07-01,False
7303,2026-07-01,False
7304,2026-07-01,False
7305,2026-07-01,False
7306,2026-07-01,False
7307,2026-07-01,False
7308,2026-07-01,False
7309,2026-07-01,True
7310,2026-07-01,False
7311,2026-07-01,False
7312,2026-07-01,True
7313,2026-07-01,False
7314,2026-07-01,False
7315,2026-07-01,False
7316,2026-07-01,False
7317,2026-07-01,False
7318,2026-07-01,False
7319,2026-07-01,False
7320,2026-07-01,False
7321,2026-07-01,False
7322,2026-07-01,True
7323,2026-07-01,True
7324,2026-07-01,True
7325,2026-07-01,False
7326,2026-07-01,True
7327,2026-07-01,True
7328,2026-07-01,False
7329,2026-07-01,True
7330,2026-07-01,True
7331,2026-07-01,False
7332,2026-07-01,False
7333,2026-07-01,False
7334,2026-07-01,True
7335,2026-07-01,True
7336,2026-07-01,True
7337,2026-07-01,False
7338,2026-07-01,False
7339,2026-07-01,True
7340,2026-07-01,True
7341,2026-07-01,True
7342,2026-07-01,True
7343,2026-07-01,True
7344,2026-07-01,True
7345,2026-07-01,True
7346,2026-07-01,True
7347,2026-07-01,True
7348,2026-07-01,True
7349,2026-07-01,True
7350,2026-07-01,True
7351,2026-07-01,True
7352,2026-07-01,False
7353,2026-07-01,True
7354,2026-07-01,True
7355,2026-07-01,False
7356,2026-07-01,False
7357,2026-07-01,False
7358,2026-07-01,True
7359,2026-07-01,True
7360,2026-07-01,False
7361,2026-07-01,True
7362,2026-07-01,True
7363,2026-07-01,True
7364,2026-07-01,True
7365,2026-07-01,True
7366,2026-07-01,False
